file_name_actual,last updated,file_name,file_date,title,category,subcategory,tags,source_file_type,xfile_type,gfile_url,xfile_github_download_url,pdf_gdrive_url,pdf_github_url,conversion_input_file_type,conversion,license,tokens,words,notes,summary_short,h1_count
2021-10-13_FDA Request for Additional Information.md,2026-03-05 by BA,2021-10-13_FDA Request for Additional Information.md,2021-10-13,2021-10-13_FDA Request for Additional Information,regulatory,fl-fda-correspondence,,pdf,NA,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-correspondence/2021-10-13_FDA%20Request%20for%20Additional%20Information.NA,https://drive.google.com/file/d/1fapKSzKCQz3mCpQfZveqabVI-A6ANSr8,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-correspondence/2021-10-13_FDA%20Request%20for%20Additional%20Information.pdf,pdf,megaparse,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,4365,2948,,"The FDA October 13, 2021 additional information letter for EUA210582 details deficiencies in FloodLAMP’s QuickColor COVID-19 Test validation, including gaps in intended-use population description, unsupported specimen claims, sub-threshold clinical performance, lack of low-viral-load positives, and required updates to inclusivity/variant analysis, cross-reactivity, and interference testing. It also addresses control material expectations and the regulatory risks of relying on RUO-labeled reagents, outlining acceptable alternatives and warning of possible withdrawal or suspension of distribution if adequate data were not provided by the deadline.",0
2021-10-13_FloodLAMP FDA Correspondence and 10-14 Meeting Notes.md,2026-03-05 by BA,2021-10-13_FloodLAMP FDA Correspondence and 10-14 Meeting Notes.md,2021-10-13,FloodLAMP FDA Correspondence and 10-14 Meeting Notes,regulatory,fl-fda-correspondence,,gdoc,docx,https://docs.google.com/document/d/1Vady3wfPmepEyRTHuS4lKEK7rVFtmcdi6eJAzaVOEYY,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-correspondence/2021-10-13_FloodLAMP%20FDA%20Correspondence%20and%2010-14%20Meeting%20Notes.docx,https://drive.google.com/file/d/1l5xw8MsjT-traijB5RhkrNHsHnK7FhXB,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-correspondence/2021-10-13_FloodLAMP%20FDA%20Correspondence%20and%2010-14%20Meeting%20Notes.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,4121,2051,attachments changed from gdoc version,"The email thread documents FDA’s October 2021 interactive review of FloodLAMP’s EUA210582 QuickColor COVID-19 Test, including an FDA request for additional information, a follow-up offer to meet by Zoom, and FloodLAMP’s written response arguing for an amended serial-screening intended use. It captures key feedback from FDA reviewers about open-protocol EUA/designation concerns, the need for acceptable clinical evidence for serial screening, and constraints around reference panels, followed by FDA’s deprioritization/closure letter and FloodLAMP’s appeal for reconsideration. The final exchange confirms FDA understood the intended-use amendment but deemed FloodLAMP’s clinical study inadequate for screening with serial testing, directing FloodLAMP to the updated molecular EUA template or a pre-EUA supplement for study-design feedback.",0
2021-10-20_Response to FDA re QuickColor - EUA210582 10-13.md,2025-12-16 BA updated metadata after BA fixed inconsistencies,2021-10-20_Response to FDA re QuickColor - EUA210582 10-13.md,2021-10-20,Response to FDA re QuickColor - EUA210582 10-13,regulatory,fl-fda-correspondence,,gdoc,docx,https://docs.google.com/document/d/1T1xco5NCe0F8GF84JqVZ0hDyBO0HsG-wbZ-66ezg14I,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-correspondence/2021-10-20_Response%20to%20FDA%20re%20QuickColor%20-%20EUA210582%2010-13.docx,https://drive.google.com/file/d/1bE4JczPKTYLpuhhQQNdIak5K6_31yudU,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-correspondence/2021-10-20_Response%20to%20FDA%20re%20QuickColor%20-%20EUA210582%2010-13.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,1052,723,,"The Response to FDA re QuickColor (EUA210582) addresses FDA’s October 13 feedback by proposing updates to the intended use (removing “suspected of COVID” and focusing on serial screening), limiting sample type to nasal swabs only, and defending test performance with Stanford clinical evaluation data plus real-world pooled surveillance results. It also outlines planned updates or requests for FDA guidance on inclusivity/variant analysis, cross-reactivity and interference expectations for LAMP, endogenous interfering substances, external control concentration rationale, and qualification/lot tracking for RUO reagents.",0
2020-11-06_Pre-EUA Sub - FloodLAMP Glass Milk LAMP Test.md,2026-03-05 by BA,2020-11-06_Pre-EUA Sub - FloodLAMP Glass Milk LAMP Test.md,2020-11-06,Pre-EUA Sub - FloodLAMP Glass Milk LAMP Test,regulatory,fl-fda-submissions,,docx,docx,https://docs.google.com/document/d/17NMbkJOYgDgA1mdlawn10Hw3067GZ1wI,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2020-11-06_Pre-EUA%20Sub%20-%20FloodLAMP%20Glass%20Milk%20LAMP%20Test.docx,https://drive.google.com/file/d/1pvKMujtiyxrQ7_OwkXEO6Uy4m4ejGY6_,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2020-11-06_Pre-EUA%20Sub%20-%20FloodLAMP%20Glass%20Milk%20LAMP%20Test.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,4342,2321,,"The Pre-EUA Sub - FloodLAMP Glass Milk LAMP Test (Nov 6, 2020) is a Molecular Diagnostic Template submission for laboratory use that defines the intended use, measurand, and workflow for a pooled, colorimetric RT-LAMP SARS-CoV-2 test using chemical inactivation plus “glass milk” silica purification for saliva and anterior nares samples in high-complexity CLIA labs. It compiles key regulatory details, validated reagents and prepared solutions, step-by-step procedures, controls, result interpretation criteria, and early performance data (including LoD) to support an EUA pathway for asymptomatic screening and pooling.",0
2021-03-22_EUA Submission - FloodLAMP EasyPCR COVID-19 Test v1.0.md,2026-03-05 by BA,2021-03-22_EUA Submission - FloodLAMP EasyPCR COVID-19 Test v1.0.md,2021-03-22,EUA Submission - FloodLAMP EasyPCR COVID-19 Test v1.0,regulatory,fl-fda-submissions,,docx,docx,https://docs.google.com/document/d/1xwO9T_T6XRCow_941mS-ylJI9VvL3yCb,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-03-22_EUA%20Submission%20-%20FloodLAMP%20EasyPCR%20COVID-19%20Test%20v1.0.docx,https://drive.google.com/file/d/1-2gpnYSgfG6f8OUmL5_OXBBWpXlJ4lB9,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-03-22_EUA%20Submission%20-%20FloodLAMP%20EasyPCR%20COVID-19%20Test%20v1.0.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,9057,5454,,"The EUA Submission for the FloodLAMP EasyPCR COVID-19 Test v1.0 details an extraction-free, duplex RT-qPCR assay for qualitative SARS-CoV-2 detection in upper respiratory swab specimens, including proposed intended use for routine weekly screening in asymptomatic individuals. It specifies the CDC N1 and RNaseP targets, validated instruments, sample inactivation workflow, controls and interpretation criteria, and manufacturing/sourcing assumptions for an “open source” CLIA high-complexity lab deployment. It summarizes analytical and clinical performance claims including a 3,100 copies/mL LoD and clinical agreement results from an 80-specimen evaluation.",0
2021-03-22_EUA Submission - FloodLAMP QuickColor COVID-19 Test v1.0.md,2026-03-05 by BA,2021-03-22_EUA Submission - FloodLAMP QuickColor COVID-19 Test v1.0.md,2021-03-22,EUA Submission - FloodLAMP QuickColor COVID-19 Test v1.0,regulatory,fl-fda-submissions,,docx,docx,https://docs.google.com/document/d/19VRwuRtGafiCtB7rHAn264BqKSJgqEjb,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-03-22_EUA%20Submission%20-%20FloodLAMP%20QuickColor%20COVID-19%20Test%20v1.0.docx,https://drive.google.com/file/d/1sS6RlG2aLsXouqmliuSLbQOr4C4eVz2S,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-03-22_EUA%20Submission%20-%20FloodLAMP%20QuickColor%20COVID-19%20Test%20v1.0.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,16270,9039,,"The EUA Submission for the FloodLAMP QuickColor COVID-19 Test v1.0 describes an extraction-free, colorimetric RT-LAMP assay for qualitative SARS-CoV-2 detection using a visual pink-to-yellow readout and no specialized instrumentation. It details intended use for weekly screening of symptomatic and asymptomatic individuals, primer design targeting three viral genes, sample inactivation workflow, controls, and interpretation criteria for CLIA high-complexity labs. It reports analytical and clinical performance including a 12,500 copies/mL LoD and 90% positive agreement with 100% negative agreement in an 80-specimen clinical evaluation.",0
2021-03-22_Instructions for Use - FloodLAMP EasyPCR COVID-19 Test v1.0.md,2026-03-05 by BA,2021-03-22_Instructions for Use - FloodLAMP EasyPCR COVID-19 Test v1.0.md,2021-03-22,Instructions for Use - FloodLAMP EasyPCR COVID-19 Test v1.0,regulatory,fl-fda-submissions,,gdoc,docx,https://docs.google.com/document/d/19kCNgAQKcM_fpSBXlOyPBOYG1BPIp1Zpv_WpF5WwebY,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-03-22_Instructions%20for%20Use%20-%20FloodLAMP%20EasyPCR%20COVID-19%20Test%20v1.0.docx,https://drive.google.com/file/d/1C2VtxuYhMxZ7SyTDB-6te8LNi9ed2J5i,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-03-22_Instructions%20for%20Use%20-%20FloodLAMP%20EasyPCR%20COVID-19%20Test%20v1.0.pdf,gdoc,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,13972,8769,,"The Instructions for Use for the FloodLAMP EasyPCR COVID-19 Test v1.0 provides CLIA high-complexity labs with the full workflow for an extraction-free, duplex RT-qPCR assay using CDC N1 and RNaseP targets after TCEP-based chemical plus heat inactivation. It specifies required reagents and equipment, contamination controls, instrument setup/templates, step-by-step plate and run procedures, and Ct-based result interpretation with control acceptance criteria. It also summarizes stated analytical/clinical performance (including a 3,100 copies/mL LoD and 97.5%/100% agreement in an 80-specimen evaluation) and required reporting/recordkeeping under EUA conditions.",0
2021-03-22_Instructions for Use - FloodLAMP QuickColor COVID-19 Test v1.0.md,2026-03-05 by BA,2021-03-22_Instructions for Use - FloodLAMP QuickColor COVID-19 Test v1.0.md,2021-03-22,Instructions for Use - FloodLAMP QuickColor COVID-19 Test v1.0,regulatory,fl-fda-submissions,,gdoc,docx,https://docs.google.com/document/d/15lzY7exZ6PTja9NeAYTs0zUF05Nyl2J5yD9f3BmEJvM,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-03-22_Instructions%20for%20Use%20-%20FloodLAMP%20QuickColor%20COVID-19%20Test%20v1.0.docx,https://drive.google.com/file/d/1wp_mYfcQBSyl0I5oPwB6QfBHcVuD2AWd,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-03-22_Instructions%20for%20Use%20-%20FloodLAMP%20QuickColor%20COVID-19%20Test%20v1.0.pdf,gdoc,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,17430,10007,,"The Instructions for Use for the FloodLAMP QuickColor COVID-19 Test v1.0 provides CLIA high-complexity laboratories with the complete protocol for an extraction-free, colorimetric RT-LAMP assay with visual readout after chemical and heat inactivation. It details required reagents and equipment, primer preparation, step-by-step testing workflow, control requirements, result interpretation by color change, and contamination precautions. It also documents analytical and clinical performance claims, including a 12,500 copies/mL LoD and 90% positive agreement with 100% negative agreement in an 80-specimen evaluation.",0
2021-03-26_EUA Submission - FloodLAMP FLAMP COVID-19 Test NOT SUBMITTED.md,2026-03-05 by BA,2021-03-26_EUA Submission - FloodLAMP FLAMP COVID-19 Test NOT SUBMITTED.md,2021-03-26,EUA Submission - FloodLAMP FLAMP COVID-19 Test NOT SUBMITTED,regulatory,fl-fda-submissions,,docx,docx,https://docs.google.com/document/d/1PAAR6WuaB1MjEhA4vN5t6lf5X7nY1Uhw,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-03-26_EUA%20Submission%20-%20FloodLAMP%20FLAMP%20COVID-19%20Test%20NOT%20SUBMITTED.docx,https://drive.google.com/file/d/1GkGtknrbFOSlAWkbv3wf5cs2JfuQNd-x,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-03-26_EUA%20Submission%20-%20FloodLAMP%20FLAMP%20COVID-19%20Test%20NOT%20SUBMITTED.pdf,docx,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,15555,8581,,"The EUA Submission draft for the FloodLAMP QuickFluor COVID-19 Test (not submitted) describes an extraction-free, fluorimetric RT-LAMP assay using ORF1ab/N/E primer sets and real-time fluorescence readout on validated RT-PCR instruments (e.g., QuantStudio 7 Pro and Bio-Rad CFX96). It specifies the sample inactivation workflow, reaction setup, controls, and result interpretation criteria, along with proposed “open source” component sourcing for CLIA high-complexity labs. It summarizes stated performance claims including a 50,000 copies/mL LoD and clinical agreement results (80% positive agreement, 100% negative agreement) from an 80-specimen evaluation.",0
2021-03-26_Instructions for Use - FloodLAMP FLAMP COVID-19 Test NOT SUBMITTED.md,2026-03-05 by BA,2021-03-26_Instructions for Use - FloodLAMP FLAMP COVID-19 Test NOT SUBMITTED.md,2021-03-26,Instructions for Use - FloodLAMP FLAMP COVID-19 Test NOT SUBMITTED,regulatory,fl-fda-submissions,,gdoc,docx,https://docs.google.com/document/d/1fsdl_yjBbAV7MnQiwihumJziZApkTa1IJ8RewS4qz-U,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-03-26_Instructions%20for%20Use%20-%20FloodLAMP%20FLAMP%20COVID-19%20Test%20NOT%20SUBMITTED.docx,https://drive.google.com/file/d/16kki-qqeTDNdmg-mscq5PByURqvKy3hC,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-03-26_Instructions%20for%20Use%20-%20FloodLAMP%20FLAMP%20COVID-19%20Test%20NOT%20SUBMITTED.pdf,gdoc,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,20466,11985,,"The draft Instructions for Use for the FloodLAMP QuickFluor COVID-19 Test describe an extraction-free, fluorimetric RT-LAMP assay with real-time fluorescence detection on RT-PCR instruments following chemical and heat inactivation. It provides detailed procedures for reagent and primer preparation, instrument setup, workflow execution, controls, and Ct-based result interpretation for CLIA high-complexity laboratories. It also documents proposed analytical and clinical performance, including a 50,000 copies/mL LoD and 80–85% positive agreement with 100% negative agreement in an 80-specimen clinical evaluation, for a test that was not submitted for EUA.",0
2021-05-18_EUA Submission - FloodLAMP EasyPCR COVID-19 Test v1.1.md,2026-03-05 by BA,2021-05-18_EUA Submission - FloodLAMP EasyPCR COVID-19 Test v1.1.md,2021-05-18,EUA Submission - FloodLAMP EasyPCR COVID-19 Test v1.1,regulatory,fl-fda-submissions,,docx,docx,https://docs.google.com/document/d/1doTmCyzTAa4RD88IQ2j8gitAukhfw2nv,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-05-18_EUA%20Submission%20-%20FloodLAMP%20EasyPCR%20COVID-19%20Test%20v1.1.docx,https://drive.google.com/file/d/1ANjA5E_pbFelB8mOy3lQyXRcrX3-oix0,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-05-18_EUA%20Submission%20-%20FloodLAMP%20EasyPCR%20COVID-19%20Test%20v1.1.pdf,docx,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,8979,5489,,"The EUA Submission for the FloodLAMP EasyPCR COVID-19 Test v1.1 describes an extraction-free, duplex RT-qPCR assay using CDC N1 and RNaseP targets after chemical plus heat inactivation, designed for CLIA high-complexity labs running routine screening programs (e.g., schools and workplaces) with at least weekly testing. It details intended use, validated instruments, workflow, controls, and component sourcing for an open-protocol deployment. It summarizes performance claims including a 3,100 copies/mL LoD and 97.5% positive agreement with 100% negative agreement in an 80-specimen clinical evaluation.",0
2021-05-18_EUA Submission - FloodLAMP QuickColor COVID-19 Test v1.1.md,2026-03-05 by BA,2021-05-18_EUA Submission - FloodLAMP QuickColor COVID-19 Test v1.1.md,2021-05-18,EUA Submission - FloodLAMP QuickColor COVID-19 Test v1.1,regulatory,fl-fda-submissions,,docx,docx,https://docs.google.com/document/d/1TXEZpwcgDREAxPxp4jFblwYVHzHsJ7wl,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-05-18_EUA%20Submission%20-%20FloodLAMP%20QuickColor%20COVID-19%20Test%20v1.1.docx,https://drive.google.com/file/d/1ebCzNHQzoqggWxQuDb9GLieoTHfqLKrU,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-05-18_EUA%20Submission%20-%20FloodLAMP%20QuickColor%20COVID-19%20Test%20v1.1.pdf,docx,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,16140,9114,,"The EUA Submission for the FloodLAMP QuickColor™ COVID-19 Test v1.1 describes an extraction-free RT-LAMP, colorimetric assay for qualitative SARS-CoV-2 RNA detection from upper respiratory swab specimens in both symptomatic individuals and routine serial screening programs. It details intended use, primer targets (ORF1ab, N, E), workflow and controls, manufacturing inputs, and analytical/clinical performance data to support an FDA Emergency Use Authorization request.",0
2021-05-18_Instructions for Use - FloodLAMP EasyPCR COVID-19 Test v1.1.md,2025-12-16 BA updated metadata after BA fixed inconsistencies,2021-05-18_Instructions for Use - FloodLAMP EasyPCR COVID-19 Test v1.1.md,2021-05-18,Instructions for Use - FloodLAMP EasyPCR COVID-19 Test v1.1,regulatory,fl-fda-submissions,,gdoc,docx,https://docs.google.com/document/d/1ZeJ4WLC4KXchsf5Lha6SL-JNIaNHX12dtqlFoInGEwE,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-05-18_Instructions%20for%20Use%20-%20FloodLAMP%20EasyPCR%20COVID-19%20Test%20v1.1.docx,https://drive.google.com/file/d/1JmITEap5NAd9_dyouusNwFNYAb2-5F7c,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-05-18_Instructions%20for%20Use%20-%20FloodLAMP%20EasyPCR%20COVID-19%20Test%20v1.1.pdf,gdoc,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,14252,9133,,"The Instructions for Use for the FloodLAMP EasyPCR COVID-19 Test v1.1 provides CLIA high-complexity labs with the complete protocol for an extraction-free, duplex RT-qPCR assay (CDC N1 + RNaseP) used in routine screening programs with at least weekly testing. It details required reagents and equipment, inactivation and amplification workflows, instrument template setup, data export/compilation, and Ct-based interpretation with control acceptance criteria. It also summarizes stated analytical and clinical performance, including a 3,100 copies/mL LoD and 97.5% positive agreement with 100% negative agreement in an 80-specimen evaluation.",0
2021-05-18_Instructions for Use - FloodLAMP QuickColor COVID-19 Test v1.1.md,2026-03-05 by BA,2021-05-18_Instructions for Use - FloodLAMP QuickColor COVID-19 Test v1.1.md,2021-05-18,Instructions for Use - FloodLAMP QuickColor COVID-19 Test v1.1,regulatory,fl-fda-submissions,,gdoc,docx,https://docs.google.com/document/d/19yTV3UUkOQrfbqOPcL5hhBw9eJyc_5ra5Uz_tKQcs24,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-05-18_Instructions%20for%20Use%20-%20FloodLAMP%20QuickColor%20COVID-19%20Test%20v1.1.docx,https://drive.google.com/file/d/1sX1THefQLIJxrQHUx0_NxRtgRGYfbvwc,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-05-18_Instructions%20for%20Use%20-%20FloodLAMP%20QuickColor%20COVID-19%20Test%20v1.1.pdf,gdoc,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,17475,10031,,"The Instructions for Use for the FloodLAMP QuickColor COVID-19 Test v1.1 provides CLIA high-complexity laboratories with the complete workflow for an extraction-free, colorimetric RT-LAMP assay with visual result interpretation after chemical and heat inactivation. It details required reagents, primer preparation, step-by-step testing procedures, control requirements, and criteria for interpreting positive, negative, and inconclusive results without specialized instrumentation. It also summarizes analytical and clinical performance, including a 12,500 copies/mL LoD and 90% positive agreement with 100% negative agreement in an 80-specimen clinical evaluation.",0
2021-05-18_Pre-EUA Sub - FloodLAMP Pooled Swab Collection DTC.md,2026-03-05 by BA,2021-05-18_Pre-EUA Sub - FloodLAMP Pooled Swab Collection DTC.md,2021-05-18,Pre-EUA Sub - FloodLAMP Pooled Swab Collection DTC,regulatory,fl-fda-submissions,,docx,docx,https://docs.google.com/document/d/1SixDbR0YTTz5b1xIA92TCH0dt6Yul5hG,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-05-18_Pre-EUA%20Sub%20-%20FloodLAMP%20Pooled%20Swab%20Collection%20DTC.docx,https://drive.google.com/file/d/1xyDz50WSzjhaVNuEXPk5GfsRWQojUJRP,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-05-18_Pre-EUA%20Sub%20-%20FloodLAMP%20Pooled%20Swab%20Collection%20DTC.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,5817,4093,,"The Pre-EUA submission for the FloodLAMP Pooled Swab Collection Kit DTC outlines an unsupervised, direct-to-consumer system for pooling 1–4 dry anterior nasal swabs for SARS-CoV-2 testing at designated CLIA high-complexity laboratories. It describes the kit components, ordering/registration and accessioning workflows (including optional use of the FloodLAMP Mobile App for pooling, identity, and results delivery), and planned usability and stability/rehydration validation for use with authorized molecular tests. It frames intended use for asymptomatic screening programs and specifies reporting, labeling, manufacturing, and recordkeeping expectations for an EUA pathway.",0
2021-05-18_Pre-EUA Sub - FloodLAMP Pooled Swab Collection Kit DTC.md,2026-03-05 by BA,2021-05-18_Pre-EUA Sub - FloodLAMP Pooled Swab Collection Kit DTC.md,2021-05-18,Pre-EUA Sub - FloodLAMP Pooled Swab Collection Kit DTC,regulatory,fl-fda-submissions,collection,sketch,NA,NA,NA,https://drive.google.com/file/d/13ghhBwFK9nAfA2htGq7mQ_5_JXSgTixt,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-05-18_Pre-EUA%20Sub%20-%20FloodLAMP%20Pooled%20Swab%20Collection%20Kit%20DTC.pdf,pdf,megaparse-u,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,1515,1093,,"The FloodLAMP Pooled Swab Collection Kit DTC instructions describe how up to four people can self-collect anterior nasal swabs into a single barcoded/QR-coded tube, with step-by-step workflows for both a mobile app–guided and non-app version. It explains kit contents, hygiene and swabbing steps, participant association and tube scanning in the app, and how to package and return specimens via collection point or prepaid mailer. It includes EUA-required limitations stating the product is authorized only for home collection/maintenance of anterior nasal swabs for SARS-CoV-2 nucleic acid detection during the active emergency declaration.",0
2021-05-18_Pre-EUA Sub - FloodLAMP Proposed Pooling and Asymptomatic Screening Study.md,2026-03-05 by BA,2021-05-18_Pre-EUA Sub - FloodLAMP Proposed Pooling and Asymptomatic Screening Study.md,2021-05-18,Pre-EUA Sub - FloodLAMP Proposed Pooling and Asymptomatic Screening Study,regulatory,fl-fda-submissions,,gdoc,docx,https://docs.google.com/document/d/1l70VyK_wS6DkCVj6G61OaJGPSSHxU7tF4RrfckS0YPA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-05-18_Pre-EUA%20Sub%20-%20FloodLAMP%20Proposed%20Pooling%20and%20Asymptomatic%20Screening%20Study.docx,https://drive.google.com/file/d/1o_BdhSMocE3XsQoZQcS96IuA748hoyCG,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-05-18_Pre-EUA%20Sub%20-%20FloodLAMP%20Proposed%20Pooling%20and%20Asymptomatic%20Screening%20Study.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,1317,889,,"The Pre-EUA document outlines proposed validation studies to support swab pooling (up to four swabs) and serial asymptomatic screening claims for the FloodLAMP EasyPCR and QuickColor COVID-19 tests, aligned to FDA pooling/serial testing guidance. It specifies LoD and high-viral-load pooling experiments with replicate counts, acceptance criteria (e.g., ≥95% detection, Ct shift limits, invalid-rate thresholds), and use of inactivated virus controls. It also describes an IRB-approved asymptomatic screening study design using self-collected duplicate anterior nares swabs with a comparator EUA PCR test and app-based consent/kit logistics.",0
2021-10-01_Instructions for Use - FloodLAMP QuickColor COVID-19 Test v1.2.md,2026-03-05 by BA,2021-10-01_Instructions for Use - FloodLAMP QuickColor COVID-19 Test v1.2.md,2021-10-01,Instructions for Use - FloodLAMP QuickColor COVID-19 Test v1.2,regulatory,fl-fda-submissions,,gdoc,docx,https://docs.google.com/document/d/11mBfGYxQ3JLl5seHycFXzzLki5Qaxcp0EiIDuP48GzQ,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fl-fda-submissions/2021-10-01_Instructions%20for%20Use%20-%20FloodLAMP%20QuickColor%20COVID-19%20Test%20v1.2.docx,https://drive.google.com/file/d/1iG8vgTipdezsobTOea6URDaP7DWEti31,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fl-fda-submissions/2021-10-01_Instructions%20for%20Use%20-%20FloodLAMP%20QuickColor%20COVID-19%20Test%20v1.2.pdf,gdoc,gdoc markdown,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,17554,10085,,"The FloodLAMP QuickColor COVID-19 Test Instructions for Use v1.2 (draft) provides updated procedures for an extraction-free, colorimetric RT-LAMP assay with visual interpretation (including photo-based review) for routine weekly screening in CLIA high-complexity labs. It details reagents, primer preparation, inactivation and amplification steps, controls, and revised guidance for handling inconclusive results using a triplicate repeat and defined result-mapping rules. It also summarizes analytical and clinical performance claims consistent with prior versions, including a 12,500 copies/mL LoD and 90% positive agreement with 100% negative agreement in an 80-specimen evaluation.",0
